,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,InquiriesLast6Months,TotalInquiries,BankcardUtilization,TotalTrades,LoanOriginalAmount,MonthlyLoanPayment,DebtToIncomeRatio,LoanOriginalAmount
112778,A,36,Completed,2009-01-29 00:00:00,0.09172999999999999,0.0745,0.0645,TN,Other,Not employed,27.0,False,Not employed,True,2972.0,0.0,2.0,0.1,34.0,1000,31.08,0.16,1000
112779,B,36,Completed,2009-03-10 00:00:00,0.17445,0.16,0.15,AZ,Other,Full-time,14.0,False,"$25,000-49,999",True,2916.666667,3.0,3.0,0.62,7.0,5000,175.79,0.15,5000
112782,C,36,Completed,2010-03-13 00:00:00,0.12569,0.114,0.104,NE,Student - College Senior,Full-time,48.0,False,"$1-24,999",True,1250.0,2.0,3.0,0.77,3.0,1500,48.17,0.18,1500
112785,A,36,Completed,2011-09-30 00:00:00,0.12997,0.1159,0.1059,VA,Teacher,Full-time,10.0,True,"$50,000-74,999",True,4633.333333,2.0,6.0,0.26,18.0,10000,290.93,0.12,10000
112794,HR,36,Completed,2010-09-16 00:00:00,0.2021,0.18,0.17,ID,Computer Programmer,Full-time,6.0,False,"$25,000-49,999",True,3733.333333,2.0,6.0,1.02,13.0,1000,36.15,0.14,1000
112797,AA,36,Completed,2011-04-07 00:00:00,0.09688,0.09,0.09,VA,Engineer - Electrical,Full-time,126.0,True,"$75,000-99,999",True,6625.0,0.0,0.0,0.0,11.0,10000,316.71,0.14,10000
112798,C,36,Completed,2011-08-05 00:00:00,0.15094000000000002,0.1295,0.1195,FL,Teacher,Part-time,53.0,False,"$25,000-49,999",True,3416.666667,0.0,2.0,0.48,17.0,3000,101.01,0.25,3000
112805,AA,36,Chargedoff,2009-11-16 00:00:00,0.11797,0.104,0.094,CA,Construction,Full-time,49.0,True,"$100,000+",True,8705.583333,1.0,8.0,0.11,14.0,24000,778.93,0.09,24000
112829,A,36,Completed,2011-07-31 00:00:00,0.08874,0.075,0.065,FL,Professional,Full-time,33.0,True,"$50,000-74,999",True,5583.333333,1.0,4.0,0.46,16.0,2350,73.1,0.16,2350
112830,HR,36,Completed,2009-11-25 00:00:00,0.29554,0.28,0.26,CA,Military Enlisted,Full-time,225.0,False,"$50,000-74,999",True,5828.0,3.0,41.0,0.98,17.0,6000,248.18,0.25,6000
112832,B,36,Completed,2010-02-16 00:00:00,0.10364000000000001,0.095,0.085,IN,Computer Programmer,Full-time,179.0,True,"$50,000-74,999",True,4666.666667,1.0,3.0,0.98,19.0,2000,64.07,0.13,2000
112834,AA,36,Chargedoff,2009-03-17 00:00:00,0.13705,0.13,0.12,MI,Other,Retired,52.0,True,"$25,000-49,999",True,2276.666667,1.0,13.0,0.1,30.0,5200,175.21,0.44,5200
112843,AA,36,Completed,2010-02-19 00:00:00,0.08182,0.075,0.075,OH,Other,Retired,75.0,True,"$25,000-49,999",True,3500.0,0.0,0.0,0.43,12.0,6000,186.64,0.17,6000
112846,E,36,Completed,2010-08-20 00:00:00,0.25517,0.24,0.23,WA,Professional,Full-time,18.0,False,"$50,000-74,999",True,4666.666667,0.0,10.0,1.34,32.0,3500,137.31,0.04,3500
112847,AA,36,Defaulted,2009-07-14 00:00:00,0.1014,0.0945,0.0845,CA,Professional,Full-time,195.0,False,"$75,000-99,999",True,6416.666667,0.0,1.0,0.01,10.0,7500,240.07,0.1,7500
112859,D,36,Completed,2010-09-26 00:00:00,0.16707,0.1599,0.1499,OK,Nurse (RN),Full-time,213.0,False,"$25,000-49,999",True,3833.333333,3.0,3.0,0.88,8.0,5000,174.57,0.3,5000
112865,B,36,Completed,2011-05-29 00:00:00,0.17445,0.16,0.15,CA,Engineer - Electrical,Full-time,127.0,False,"$100,000+",True,9083.333333,0.0,0.0,0.82,20.0,15000,495.54,0.18,15000
112874,C,36,Completed,2010-12-21 00:00:00,0.37453000000000003,0.35,0.34,OH,Clerical,Full-time,31.0,True,"$25,000-49,999",True,2625.0,2.0,10.0,0.74,35.0,3500,158.33,0.46,3500
112878,HR,36,Completed,2011-01-02 00:00:00,0.36623,0.35,0.34,MO,Clerical,Full-time,218.0,True,"$25,000-49,999",True,3750.0,1.0,14.0,0.0,7.0,1500,67.85,0.18,1500
112896,C,36,Completed,2008-05-06 00:00:00,0.15713,0.15,0.14,MA,Engineer - Chemical,Self-employed,58.0,False,"$100,000+",True,9166.666667,1.0,2.0,0.86,16.0,9000,311.99,0.11,9000
112897,B,36,Completed,2011-10-01 00:00:00,0.18454,0.17,0.16,GA,Professional,Full-time,73.0,True,"$50,000-74,999",True,4166.666667,0.0,0.0,0.95,24.0,6500,231.74,0.22,6500
112899,HR,36,Chargedoff,2009-11-22 00:00:00,0.26526,0.25,0.24,MO,Food Service,Full-time,26.0,False,"$1-24,999",True,1557.0,0.0,2.0,1.38,7.0,1500,59.64,0.19,1500
112902,AA,36,Chargedoff,2009-05-10 00:00:00,0.23718000000000003,0.2297,0.2197,OH,Computer Programmer,Full-time,105.0,True,"$50,000-74,999",True,5000.0,12.0,22.0,0.57,47.0,25000,967.35,0.69,25000
112904,D,36,Chargedoff,2008-12-02 00:00:00,0.37453000000000003,0.35,0.34,OK,Food Service Management,Full-time,10.0,False,"$25,000-49,999",True,2516.0,3.0,5.0,0.0,13.0,3000,135.71,0.15,3000
112907,B,36,Completed,2010-10-01 00:00:00,0.21329,0.1985,0.1885,WV,Police Officer/Correction Officer,Full-time,78.0,True,"$25,000-49,999",True,3887.5,4.0,12.0,0.85,46.0,5000,185.44,0.49,5000
112912,C,36,Completed,2011-04-15 00:00:00,0.12562,0.1045,0.0945,NJ,Police Officer/Correction Officer,Full-time,12.0,False,"$50,000-74,999",True,5375.0,0.0,5.0,0.91,12.0,3700,100.33,0.07,3700
112918,C,36,Chargedoff,2009-07-28 00:00:00,0.21186999999999998,0.2045,0.1945,MI,Computer Programmer,Full-time,7.0,True,"$75,000-99,999",True,6666.666667,5.0,17.0,0.94,23.0,5000,186.97,0.27,5000
112922,AA,36,Completed,2011-01-15 00:00:00,0.11194000000000001,0.105,0.105,IL,Other,Full-time,183.0,True,"$25,000-49,999",True,3875.0,0.0,2.0,0.28,21.0,20000,648.78,0.31,20000
112941,A,36,Chargedoff,2010-03-12 00:00:00,0.09086,0.084,0.079,MN,Executive,Full-time,69.0,True,"$50,000-74,999",True,4458.333333,1.0,4.0,0.51,30.0,6300,198.58,0.17,6300
112945,D,36,Completed,2010-03-13 00:00:00,0.16717,0.16,0.15,OK,Biologist,Full-time,66.0,False,"$50,000-74,999",True,4445.0,2.0,4.0,0.8,13.0,3500,119.0,0.16,3500
112948,A,36,Completed,2010-11-02 00:00:00,0.12907000000000002,0.115,0.105,IN,Computer Programmer,Full-time,18.0,False,"$50,000-74,999",True,5166.666667,0.0,0.0,0.16,5.0,14000,461.66,0.09,14000
112959,AA,36,Defaulted,2009-07-07 00:00:00,0.10440999999999999,0.0975,0.09,CA,Executive,Full-time,0.0,False,"$100,000+",True,5416.666667,2.0,14.0,0.0,18.0,20000,131.43,0.12,20000
112961,HR,36,Completed,2008-05-28 00:00:00,0.25517,0.24,0.21,WA,Other,Full-time,23.0,False,"$25,000-49,999",True,2333.333333,4.0,17.0,0.96,25.0,1500,58.85,0.18,1500
112963,C,36,Completed,2010-06-08 00:00:00,0.19188,0.1846,0.1746,MI,Computer Programmer,Full-time,67.0,True,"$25,000-49,999",True,2520.833333,1.0,5.0,0.19,8.0,3300,120.07,0.07,3300
112975,A,36,Cancelled,2008-10-16 00:00:00,0.16219,0.1075,0.0975,FL,Other,Full-time,30.0,False,"$25,000-49,999",True,2444.666667,1.0,8.0,0.05,15.0,1000,32.62,0.34,1000
112993,D,36,Chargedoff,2009-08-03 00:00:00,0.29334,0.27,0.26,GA,Nurse (RN),Full-time,182.0,False,"$50,000-74,999",True,4833.333333,2.0,6.0,0.96,38.0,2500,102.06,0.21,2500
112997,E,36,Chargedoff,2008-07-19 00:00:00,0.2702,0.2549,0.2149,IL,Clerical,Full-time,235.0,True,"$25,000-49,999",True,3325.0,18.0,48.0,1.0,29.0,3000,120.06,0.32,3000
112999,C,36,Completed,2010-02-12 00:00:00,0.24264000000000002,0.22,0.21,GA,Analyst,Full-time,138.0,True,"$25,000-49,999",True,3666.666667,4.0,14.0,0.31,33.0,6000,229.14,0.39,6000
113002,A,36,Chargedoff,2009-06-03 00:00:00,0.11094000000000001,0.104,0.094,CA,Engineer - Mechanical,Full-time,77.0,True,"$75,000-99,999",True,6441.5,0.0,3.0,0.53,26.0,10000,324.55,0.08,10000
113013,C,36,Completed,2008-07-28 00:00:00,0.12597,0.11,0.1,VA,Professional,Full-time,59.0,False,"$50,000-74,999",True,4281.25,4.0,6.0,0.62,25.0,1100,36.01,0.15,1100
113019,D,36,Chargedoff,2008-07-30 00:00:00,0.22834000000000002,0.2209,0.2009,CA,Professional,Full-time,52.0,False,"$100,000+",True,9987.333333,0.0,1.0,0.92,24.0,10000,382.37,0.16,10000
113020,C,36,Completed,2011-02-04 00:00:00,0.16197999999999999,0.1404,0.1304,FL,Analyst,Full-time,52.0,True,"$25,000-49,999",True,3541.916667,3.0,9.0,0.0,13.0,1500,51.3,0.02,1500
113026,D,36,Completed,2011-02-15 00:00:00,0.19652,0.1745,0.1645,GA,Tradesman - Electrician,Full-time,16.0,False,"$25,000-49,999",True,2916.666667,3.0,4.0,0.0,2.0,1200,43.05,0.06,1200
113029,C,36,Completed,2011-08-19 00:00:00,0.37453000000000003,0.35,0.34,NY,Engineer - Mechanical,Full-time,4.0,False,"$25,000-49,999",True,2500.0,4.0,4.0,0.37,4.0,4000,136.81,0.13,4000
113033,D,36,Chargedoff,2011-01-21 00:00:00,0.2832,0.26,0.25,CO,Other,Full-time,84.0,True,"$25,000-49,999",True,2748.0,7.0,13.0,0.81,41.0,1500,60.44,0.42,1500
113039,E,36,Completed,2011-04-06 00:00:00,0.3075,0.2879,0.2779,CA,Teacher's Aide,Part-time,79.0,False,"$25,000-49,999",True,2916.666667,7.0,11.0,0.96,24.0,3000,0.0,0.98,3000
113045,AA,36,Completed,2008-10-24 00:00:00,0.09688,0.09,0.085,MO,Professional,Full-time,6.0,True,Not displayed,True,4666.666667,0.0,1.0,0.07,26.0,7000,222.6,0.17,7000
113050,A,36,Completed,2010-02-05 00:00:00,0.09427999999999999,0.0805,0.0705,MN,Sales - Commission,Full-time,26.0,True,"$25,000-49,999",True,2833.333333,1.0,6.0,0.69,9.0,2000,62.72,0.13,2000
113056,B,36,Completed,2010-03-01 00:00:00,0.12453,0.1105,0.1005,MD,Other,Full-time,29.0,False,"$25,000-49,999",True,3666.666667,1.0,5.0,0.44,28.0,2300,75.35,0.1,2300
113057,AA,36,Completed,2010-01-14 00:00:00,0.08453,0.0777,0.0727,WA,Professional,Full-time,1.0,False,"$50,000-74,999",True,5416.666667,0.0,3.0,0.29,43.0,2667,83.29,0.18,2667
113065,C,36,Defaulted,2009-09-12 00:00:00,0.23504,0.2125,0.2025,MN,Accountant/CPA,Full-time,19.0,True,"$50,000-74,999",True,5250.0,1.0,8.0,0.72,32.0,14000,529.25,0.38,14000
113070,C,36,Completed,2010-05-27 00:00:00,0.21739,0.21,0.2,CA,Principal,Full-time,34.0,True,"$100,000+",True,8750.0,3.0,20.0,0.98,39.0,4000,150.7,0.34,4000
113074,D,36,Defaulted,2009-06-09 00:00:00,0.2606,0.2492,0.2392,CA,Sales - Commission,Full-time,60.0,True,"$100,000+",True,12500.0,6.0,20.0,0.98,35.0,5000,198.59,0.27,5000
113087,E,36,Completed,2011-03-01 00:00:00,0.37453000000000003,0.35,0.34,FL,Teacher,Full-time,24.0,False,"$25,000-49,999",True,3104.166667,1.0,6.0,0.88,14.0,1000,45.24,0.52,1000
113088,B,36,Completed,2011-06-03 00:00:00,0.16588,0.1515,0.1415,FL,Teacher,Part-time,100.0,True,"$50,000-74,999",True,4583.333333,0.0,1.0,0.87,27.0,3000,104.22,0.22,3000
113091,E,36,Chargedoff,2010-01-25 00:00:00,0.37453000000000003,0.35,0.34,CA,Computer Programmer,Full-time,8.0,False,"$25,000-49,999",True,3125.0,11.0,16.0,0.31,13.0,2900,131.18,0.17,2900
113094,AA,36,Completed,2009-02-18 00:00:00,0.0768,0.07,0.07,NH,Other,Full-time,96.0,True,"$75,000-99,999",True,6333.333333,4.0,5.0,0.01,23.0,3000,92.63,0.02,3000
113103,C,36,Completed,2011-03-22 00:00:00,0.23504,0.2125,0.2025,OH,Teacher,Part-time,55.0,False,"$1-24,999",True,833.333333,0.0,3.0,0.71,12.0,7500,283.53,0.56,7500
113104,D,36,Defaulted,2009-04-01 00:00:00,0.2626,0.255,0.245,MO,Nurse's Aide,Full-time,82.0,False,"$1-24,999",True,1809.0833329999998,2.0,9.0,0.98,29.0,7500,300.19,0.29,7500
113105,E,36,Completed,2008-03-13 00:00:00,0.29554,0.28,0.27,CA,Realtor,Full-time,33.0,True,"$50,000-74,999",True,6166.666667,9.0,32.0,0.14,34.0,4750,196.48,0.2,4750
113106,C,36,Completed,2011-04-29 00:00:00,0.31363,0.29,0.28,IN,Tradesman - Mechanic,Full-time,191.0,True,"$50,000-74,999",True,5666.666667,8.0,24.0,0.0,24.0,3000,17.5,0.21,3000
113107,C,36,Chargedoff,2009-05-22 00:00:00,0.14207,0.135,0.125,MI,Sales - Commission,Full-time,1.0,True,"$50,000-74,999",True,5000.0,1.0,3.0,0.84,29.0,8000,271.48,0.29,8000
113109,B,36,Completed,2011-10-14 00:00:00,0.1452,0.131,0.121,FL,Retail Management,Full-time,12.0,False,"$1-24,999",True,1856.4166670000002,0.0,5.0,0.15,4.0,5000,141.92,0.28,5000
113113,A,36,Chargedoff,2009-04-03 00:00:00,0.14117000000000002,0.127,0.117,GA,Other,Full-time,55.0,False,"$25,000-49,999",True,4083.333333,0.0,4.0,0.28,12.0,10000,335.5,0.26,10000
113114,A,36,Completed,2007-12-17 00:00:00,0.13956,0.1325,0.1275,NM,Attorney,Full-time,15.0,True,"$50,000-74,999",True,4916.666667,0.0,15.0,0.0,24.0,9000,304.33,0.12,9000
113115,B,36,Chargedoff,2009-12-13 00:00:00,0.24477,0.2297,0.2197,FL,Other,Full-time,66.0,True,"$75,000-99,999",True,7083.333333,2.0,22.0,0.98,25.0,15000,580.41,0.17,15000
113117,AA,36,Completed,2009-04-08 00:00:00,0.0768,0.07,0.07,NM,Teacher,Full-time,208.0,False,"$50,000-74,999",True,4250.0,1.0,1.0,0.0,22.0,9000,277.89,0.08,9000
113122,D,36,Completed,2009-07-06 00:00:00,0.26541,0.2578,0.2478,GA,Scientist,Full-time,55.0,True,"$50,000-74,999",True,6917.166667,1.0,13.0,0.6,24.0,10000,401.74,0.15,10000
113125,E,36,Completed,2010-09-01 00:00:00,0.2148,0.2,0.19,OH,Analyst,Full-time,0.0,False,"$25,000-49,999",True,2416.666667,1.0,4.0,0.93,12.0,1250,46.45,0.14,1250
113137,A,36,Chargedoff,2010-02-24 00:00:00,0.23839000000000002,0.2309,0.2209,FL,Retail Management,Full-time,53.0,True,"$100,000+",True,14166.666667,5.0,7.0,0.94,18.0,25000,968.92,0.16,25000
113142,B,36,Completed,2011-03-17 00:00:00,0.13814,0.124,0.114,NC,Clergy,Self-employed,213.0,True,"$25,000-49,999",True,2500.0,1.0,3.0,0.74,28.0,12000,394.92,0.27,12000
113147,D,36,Chargedoff,2009-01-31 00:00:00,0.31353000000000003,0.2899,0.2799,WA,Analyst,Full-time,30.0,True,"$25,000-49,999",True,3750.0,3.0,8.0,0.94,37.0,6500,272.35,0.55,6500
113169,C,36,Completed,2008-06-17 00:00:00,0.14683,0.135,0.125,MI,Teacher,Full-time,208.0,False,"$50,000-74,999",True,5597.583333,1.0,7.0,0.93,43.0,1500,50.9,0.2,1500
113175,A,36,Completed,2008-02-01 00:00:00,0.14096,0.1339,0.1239,NC,Professional,Full-time,32.0,True,"$100,000+",True,12000.0,0.0,3.0,0.68,44.0,2500,84.71,0.21,2500
113187,C,36,Completed,2011-02-06 00:00:00,0.13625,0.115,0.105,IL,Nurse (RN),Full-time,71.0,True,"$100,000+",True,13000.0,0.0,11.0,0.94,31.0,5000,164.88,0.06,5000
113188,B,36,Completed,2010-06-01 00:00:00,0.16940999999999998,0.155,0.145,GA,Accountant/CPA,Full-time,22.0,True,"$25,000-49,999",True,3750.0,6.0,18.0,0.33,15.0,6000,209.46,0.3,6000
113189,B,36,Completed,2007-11-29 00:00:00,0.14669000000000001,0.1396,0.1296,IA,Clerical,Full-time,3.0,False,"$1-24,999",True,2000.0,0.0,2.0,0.58,9.0,11700,399.65,0.43,11700
113192,D,36,Completed,2010-03-26 00:00:00,0.25176,0.229,0.219,GA,Civil Service,Full-time,49.0,False,"$25,000-49,999",True,3751.666667,1.0,4.0,0.0,16.0,3500,135.3,0.18,3500
113195,C,36,Chargedoff,2009-01-07 00:00:00,0.2469,0.2242,0.2142,LA,Administrative Assistant,Full-time,11.0,False,"$25,000-49,999",True,2500.0,2.0,11.0,0.95,12.0,3500,134.43,0.55,3500
113199,B,36,Chargedoff,2009-02-17 00:00:00,0.17722000000000002,0.17,0.16,GA,Laborer,Full-time,92.0,False,"$25,000-49,999",True,3500.0,2.0,8.0,0.0,12.0,10000,356.53,0.23,10000
113203,B,36,Defaulted,2009-12-09 00:00:00,0.1919,0.1773,0.1673,GA,Analyst,Full-time,57.0,True,"$75,000-99,999",True,6583.333333,15.0,31.0,0.63,25.0,5000,180.09,0.29,5000
113205,D,36,Chargedoff,2010-02-07 00:00:00,0.35717,0.3329,0.3229,OK,Civil Service,Full-time,143.0,False,"$50,000-74,999",True,5827.583333,2.0,8.0,0.0,26.0,6000,265.64,0.33,6000
113206,A,36,Completed,2009-04-24 00:00:00,0.09145,0.08,0.07,IL,Computer Programmer,Full-time,2.0,True,"$75,000-99,999",True,7500.0,1.0,6.0,0.29,39.0,1500,47.0,0.08,1500
113208,C,36,Completed,2008-10-02 00:00:00,0.21516999999999997,0.1929,0.1829,TN,Nurse (LPN),Full-time,164.0,False,"$25,000-49,999",True,2500.0,1.0,3.0,0.75,20.0,2000,73.61,0.34,2000
113212,AA,36,Completed,2009-02-26 00:00:00,0.12138,0.1144,0.1044,PA,Professional,Full-time,77.0,True,"$100,000+",True,8333.333333,1.0,4.0,0.0,18.0,25000,823.69,0.11,25000
113215,A,36,Completed,2007-10-10 00:00:00,0.11688,0.0994,0.0919,VA,Other,Full-time,29.0,False,"$50,000-74,999",True,5833.333333,1.0,2.0,0.27,16.0,1000,32.24,0.08,1000
113226,B,36,Defaulted,2009-05-22 00:00:00,0.16717,0.16,0.15,FL,Other,Self-employed,94.0,True,"$25,000-49,999",True,2500.0,3.0,12.0,0.94,16.0,5000,175.79,0.36,5000
113241,D,36,Defaulted,2011-12-19 00:00:00,0.34661,0.3225,0.3125,GA,Professional,Full-time,90.0,True,"$75,000-99,999",True,7404.166667,1.0,9.0,0.0,18.0,1500,0.0,0.16,1500
113242,D,36,Completed,2011-03-21 00:00:00,0.16309,0.1415,0.1315,NJ,Professional,Full-time,8.0,False,"$25,000-49,999",True,2916.666667,0.0,3.0,0.5,9.0,5500,188.38,0.29,5500
113250,AA,36,Completed,2008-09-03 00:00:00,0.08684,0.08,0.075,IL,Accountant/CPA,Full-time,57.0,False,"$50,000-74,999",True,4333.333333,0.0,4.0,0.01,20.0,8000,250.69,0.13,8000
113256,E,36,Completed,2010-12-27 00:00:00,0.37453000000000003,0.35,0.34,IN,Accountant/CPA,Full-time,20.0,False,"$25,000-49,999",True,2730.0,1.0,13.0,0.97,44.0,1600,72.38,0.49,1600
113266,D,36,Completed,2010-03-23 00:00:00,0.22236999999999998,0.2,0.19,AZ,Other,Full-time,32.0,False,"$25,000-49,999",True,3250.0,4.0,24.0,0.19,5.0,2000,74.33,0.07,2000
113269,AA,36,Completed,2010-08-15 00:00:00,0.10234,0.085,0.08,NY,Computer Programmer,Full-time,19.0,False,"$50,000-74,999",True,5000.0,3.0,4.0,0.0,16.0,1000,31.57,0.12,1000
113271,AA,36,Completed,2009-10-21 00:00:00,0.12208,0.1151,0.1101,CA,Professional,Full-time,5.0,True,"$100,000+",True,9166.666667,2.0,4.0,0.76,32.0,25000,824.52,0.6,25000
113276,C,36,Defaulted,2009-05-04 00:00:00,0.19128,0.184,0.174,MO,Administrative Assistant,Full-time,22.0,False,"$25,000-49,999",True,2500.0,0.0,4.0,0.64,27.0,3500,127.24,0.44,3500
113293,A,36,Completed,2009-06-10 00:00:00,0.09479,0.081,0.071,CA,Professional,Full-time,28.0,False,"$25,000-49,999",True,3083.333333,0.0,10.0,0.12,25.0,6000,188.3,0.27,6000
113297,C,36,Chargedoff,2010-09-24 00:00:00,0.16215,0.155,0.14,TX,Police Officer/Correction Officer,Full-time,238.0,True,"$75,000-99,999",True,7666.666667,4.0,7.0,0.7,21.0,14588,509.28,0.15,14588
113313,B,36,Completed,2010-06-15 00:00:00,0.10234,0.085,0.075,TX,Other,Full-time,88.0,True,"$75,000-99,999",True,7500.0,7.0,15.0,0.22,39.0,1000,31.57,0.02,1000
113319,AA,36,Completed,2010-01-05 00:00:00,0.08182,0.075,0.07,VA,Engineer - Mechanical,Full-time,10.0,True,"$50,000-74,999",True,4583.333333,1.0,5.0,0.08,17.0,3000,93.32,0.05,3000
113321,E,36,Chargedoff,2008-01-14 00:00:00,0.30564,0.29,0.26,TX,Other,Full-time,49.0,False,"$25,000-49,999",True,2833.333333,10.0,14.0,0.0,8.0,4000,167.62,0.18,4000
113327,AA,36,Completed,2008-12-26 00:00:00,0.08684,0.08,0.075,GA,Other,Self-employed,269.0,True,"$25,000-49,999",True,2500.0,1.0,2.0,0.49,10.0,3195,100.12,0.33,3195
113328,C,36,Defaulted,2008-12-24 00:00:00,0.14709,0.14,0.13,MI,Professional,Full-time,30.0,True,"$75,000-99,999",True,6833.333333,8.0,22.0,1.01,42.0,2500,85.44,0.19,2500
113330,B,36,Completed,2009-02-10 00:00:00,0.12453,0.1105,0.1005,NC,Skilled Labor,Full-time,68.0,True,"$25,000-49,999",True,3918.833333,2.0,3.0,0.46,17.0,2000,65.52,0.14,2000
113335,AA,36,Chargedoff,2010-01-10 00:00:00,0.0768,0.07,0.07,TX,Other,Self-employed,277.0,True,"$100,000+",True,8333.333333,0.0,3.0,0.42,35.0,4000,123.51,0.48,4000
113347,HR,36,Defaulted,2008-07-22 00:00:00,0.31262,0.289,0.279,IL,Skilled Labor,Full-time,11.0,False,"$25,000-49,999",True,2500.0,4.0,6.0,0.0,10.0,1500,62.78,0.06,1500
113350,HR,36,Completed,2007-10-09 00:00:00,0.24806999999999998,0.2355,0.2155,MN,Analyst,Full-time,89.0,False,"$25,000-49,999",True,3166.666667,4.0,5.0,0.96,14.0,4500,175.49,0.08,4500
113376,AA,36,Completed,2010-11-15 00:00:00,0.08668,0.0695,0.0695,MA,Other,Self-employed,96.0,True,"$25,000-49,999",True,2393.5,1.0,5.0,0.51,30.0,1000,30.85,0.51,1000
113391,D,36,Completed,2010-04-13 00:00:00,0.19981,0.1925,0.1825,AZ,Tradesman - Plumber,Full-time,72.0,False,Not displayed,True,4458.333333,7.0,14.0,0.89,27.0,7500,267.23,0.27,7500
113393,A,36,Defaulted,2009-04-11 00:00:00,0.20471,0.19,0.18,CA,Executive,Full-time,35.0,True,"$25,000-49,999",True,3583.333333,3.0,14.0,0.97,24.0,22200,813.76,0.42,22200
113398,A,36,Chargedoff,2011-10-31 00:00:00,0.25264000000000003,0.2375,0.2275,OH,Landscaping,Full-time,212.0,False,"$25,000-49,999",True,3629.75,1.0,2.0,0.0,6.0,15000,586.53,0.16,15000
113399,B,36,Chargedoff,2009-03-04 00:00:00,0.15613,0.149,0.139,CA,Other,Full-time,71.0,False,"$25,000-49,999",True,3000.0,3.0,9.0,0.11,20.0,5050,174.81,0.27,5050
113400,HR,36,Defaulted,2012-01-25 00:00:00,0.37453000000000003,0.35,0.34,FL,Other,Full-time,17.0,False,"$25,000-49,999",True,3250.0,1.0,1.0,1.23,7.0,1000,20.24,0.16,1000
113407,C,36,Completed,2011-02-15 00:00:00,0.25163,0.2365,0.2265,MI,Other,Full-time,25.0,True,"$1-24,999",True,233.333333,0.0,5.0,0.37,25.0,1386,54.12,2.16,1386
113411,A,36,Completed,2008-08-05 00:00:00,0.16033,0.146,0.136,WA,Professional,Full-time,4.0,True,"$50,000-74,999",True,4820.0,11.0,15.0,0.56,21.0,19995,689.22,0.27,19995
113413,B,36,Completed,2011-04-25 00:00:00,0.13814,0.124,0.114,OH,Other,Full-time,77.0,True,"$25,000-49,999",True,3833.333333,0.0,4.0,0.94,25.0,9600,290.01,0.35,9600
113419,C,36,Completed,2007-09-18 00:00:00,0.17722000000000002,0.17,0.16,GA,Other,Full-time,8.0,True,"$50,000-74,999",True,5833.333333,3.0,4.0,0.0,22.0,5000,178.26,0.17,5000
113425,B,36,Completed,2009-02-10 00:00:00,0.18302000000000002,0.1685,0.1585,MN,Professional,Full-time,36.0,True,"$50,000-74,999",True,4750.0,5.0,10.0,0.5,37.0,15000,533.67,0.15,15000
113430,E,36,Chargedoff,2009-02-26 00:00:00,0.2035,0.1888,0.1788,WA,Truck Driver,Full-time,151.0,False,"$50,000-74,999",True,5000.0,3.0,16.0,0.68,34.0,1700,62.21,0.24,1700
113436,B,36,Completed,2009-07-02 00:00:00,0.15932000000000002,0.145,0.135,ID,Sales - Retail,Full-time,10.0,False,"$25,000-49,999",True,2567.0,0.0,0.0,0.0,11.0,3500,120.47,0.05,3500
113437,A,36,Completed,2010-03-29 00:00:00,0.10421,0.0973,0.0873,FL,Professional,Full-time,27.0,True,"$50,000-74,999",True,5166.666667,1.0,8.0,0.38,14.0,6000,192.84,0.14,6000
113440,C,36,Completed,2011-07-11 00:00:00,0.37453000000000003,0.35,0.34,MN,Realtor,Full-time,19.0,True,"$25,000-49,999",True,2916.666667,0.0,0.0,0.88,29.0,6000,200.21,0.28,6000
113448,AA,36,Completed,2009-12-30 00:00:00,0.12197999999999999,0.115,0.105,IN,Other,Self-employed,22.0,True,"$50,000-74,999",True,5416.666667,0.0,0.0,0.07,19.0,25000,824.4,0.26,25000
113458,C,36,Completed,2009-03-03 00:00:00,0.2102,0.188,0.178,IL,Other,Full-time,10.0,True,"$75,000-99,999",True,7083.333333,0.0,8.0,0.97,10.0,1000,36.55,0.06,1000
113463,B,36,Completed,2011-08-01 00:00:00,0.16184,0.1475,0.1375,PA,Analyst,Full-time,25.0,False,"$25,000-49,999",True,2916.666667,1.0,4.0,0.42,17.0,6000,140.37,0.28,6000
113470,A,36,Completed,2011-04-25 00:00:00,0.09579,0.082,0.072,OK,Executive,Full-time,171.0,True,"$100,000+",True,13000.0,2.0,7.0,0.8,43.0,5000,157.14,0.18,5000
113474,AA,36,Completed,2010-05-04 00:00:00,0.09567,0.0784,0.0734,FL,Professional,Full-time,210.0,True,Not displayed,True,5833.333333,1.0,5.0,0.22,38.0,1000,31.26,0.12,1000
113479,E,36,Completed,2011-01-21 00:00:00,0.27535,0.26,0.25,CA,Medical Technician,Full-time,11.0,False,"$50,000-74,999",True,5250.0,2.0,17.0,0.99,18.0,3500,141.02,0.18,3500
113500,A,36,Completed,2010-02-25 00:00:00,0.10843,0.1015,0.0965,FL,Professional,Full-time,40.0,True,"$75,000-99,999",True,6626.25,0.0,5.0,0.54,33.0,9500,307.21,0.06,9500
113501,B,36,Defaulted,2010-03-24 00:00:00,0.15428,0.14,0.13,CA,Professional,Full-time,24.0,True,"$100,000+",True,12500.0,0.0,4.0,0.9,13.0,22000,751.91,0.07,22000
